"ID"	"ControlType"	"ORGANISM"	"miRNA_ID"	"SPOT_ID"	"SPOT_ID_1"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"hsa-miR-106b*"	"hsa-miR-106b*"	0	"Homo sapiens"	"hsa-miR-106b*"	""	NA	1.83875279571429	1.83875279571429	16.829656254577	4.50055601710693e-08	5.0739859343445e-08	9.04272669695763
"hsa-miR-545"	"hsa-miR-545"	0	"Homo sapiens"	"hsa-miR-545"	""	NA	4.36856856442857	4.36856856442857	16.3793131761689	5.69531692494876e-08	6.39627900801938e-08	8.78825713486232
"hsa-miR-302d*"	"hsa-miR-302d*"	0	"Homo sapiens"	"hsa-miR-302d*"	""	NA	1.712536632	1.712536632	18.24732139158	9.18444384825583e-08	1.02753164892364e-07	8.54781923931964
"hsa-miR-148b*"	"hsa-miR-148b*"	0	"Homo sapiens"	"hsa-miR-148b*"	""	NA	1.69232323514286	1.69232323514286	15.4522550344885	9.43207848910702e-08	1.05120874764094e-07	8.24207987950529
"hsa-miR-32"	"hsa-miR-32"	0	"Homo sapiens"	"hsa-miR-32"	""	NA	4.65605791742857	4.65605791742857	15.3835987223437	9.80209381063894e-08	1.08829330521162e-07	8.20037049082297
"hsa-miR-494"	"hsa-miR-494"	0	"Homo sapiens"	"hsa-miR-494"	""	NA	3.412560008	3.412560008	14.6921226951923	1.45753357576819e-07	1.61212047016784e-07	7.76996861838231
"hsa-miR-369-5p"	"hsa-miR-369-5p"	0	"Homo sapiens"	"hsa-miR-369-5p"	""	NA	3.378045939	3.378045939	14.5749070424376	1.56160412061222e-07	1.72071095554252e-07	7.6950834162964
"hsa-miR-133b"	"hsa-miR-133b"	0	"Homo sapiens"	"hsa-miR-133b"	""	NA	4.63426161228571	4.63426161228571	14.5068094606119	1.62582869031335e-07	1.78474427658458e-07	7.65131294635264
"hsa-miR-335*"	"hsa-miR-335*"	0	"Homo sapiens"	"hsa-miR-335*"	""	NA	3.20789923457143	3.20789923457143	13.9909682167407	2.21916768449015e-07	2.42695492086564e-07	7.3132418742831
"hsa-miR-182"	"hsa-miR-182"	0	"Homo sapiens"	"hsa-miR-182"	""	NA	1.53900660614286	1.53900660614286	13.8948025374345	2.35443145657011e-07	2.56527606462116e-07	7.24891028599365
"hsa-miR-219-5p"	"hsa-miR-219-5p"	0	"Homo sapiens"	"hsa-miR-219-5p"	""	NA	3.30188042085714	3.30188042085714	13.7607267271176	2.55850398488985e-07	2.77726083118155e-07	7.15851183213733
"hsa-miR-136*"	"hsa-miR-136*"	0	"Homo sapiens"	"hsa-miR-136*"	""	NA	3.29835161471429	3.29835161471429	13.7179621786549	2.62765584048654e-07	2.84176113119285e-07	7.12950356589341
"hsa-miR-548a-5p"	"hsa-miR-548a-5p"	0	"Homo sapiens"	"hsa-miR-548a-5p"	""	NA	2.58544385357143	2.58544385357143	13.5319971723825	2.95340993052506e-07	3.18018067456721e-07	7.00236000285705
"hsa-miR-9*"	"hsa-miR-9*"	0	"Homo sapiens"	"hsa-miR-9*"	""	NA	3.18377282942857	3.18377282942857	13.5272131401222	2.96236008041877e-07	3.18018067456721e-07	6.99906754239617
"hsa-miR-889"	"hsa-miR-889"	0	"Homo sapiens"	"hsa-miR-889"	""	NA	2.22884205928571	2.22884205928571	13.1999743468305	3.6521687955374e-07	3.90634904138066e-07	6.77122355938477
"hsa-miR-134"	"hsa-miR-134"	0	"Homo sapiens"	"hsa-miR-134"	""	NA	3.46126734942857	3.46126734942857	13.1512227254424	3.769386319481e-07	4.01701023827902e-07	6.73682846084546
"hsa-miR-33b"	"hsa-miR-33b"	0	"Homo sapiens"	"hsa-miR-33b"	""	NA	2.69782021942857	2.69782021942857	12.5232494000111	5.71813142476346e-07	6.07161591283975e-07	6.28286616003791
"hsa-miR-154*"	"hsa-miR-154*"	0	"Homo sapiens"	"hsa-miR-154*"	""	NA	3.99578044814286	3.99578044814286	12.3831968865986	6.29122509776142e-07	6.65593379908092e-07	6.17876019550213
"hsa-miR-1"	"hsa-miR-1"	0	"Homo sapiens"	"hsa-miR-1"	""	NA	4.558265399	4.558265399	12.2832342250593	6.7390949954678e-07	7.10402793746064e-07	6.10379165671129
"hsa-miR-125a-3p"	"hsa-miR-125a-3p"	0	"Homo sapiens"	"hsa-miR-125a-3p"	""	NA	3.06661321314286	3.06661321314286	11.9553177549003	8.47482024733153e-07	8.90160975618995e-07	5.85389117304504
"hsa-miR-362-3p"	"hsa-miR-362-3p"	0	"Homo sapiens"	"hsa-miR-362-3p"	""	NA	3.30324668228571	3.30324668228571	11.8797053113035	8.94183316061251e-07	9.35847771648334e-07	5.79538413875121
"hsa-miR-377*"	"hsa-miR-377*"	0	"Homo sapiens"	"hsa-miR-377*"	""	NA	2.81518250057143	2.81518250057143	11.4336382856687	1.23482912890982e-06	1.28775037729167e-06	5.44322455300015
"hsa-miR-623"	"hsa-miR-623"	0	"Homo sapiens"	"hsa-miR-623"	""	NA	3.396473045	3.396473045	11.4088339308681	1.25760241540755e-06	1.3068324031993e-06	5.42328171520829
"hsa-miR-487a"	"hsa-miR-487a"	0	"Homo sapiens"	"hsa-miR-487a"	""	NA	3.40591182714286	3.40591182714286	11.2193882046483	1.44766023095961e-06	1.49899570014258e-06	5.26967556903888
"hsa-miR-542-3p"	"hsa-miR-542-3p"	0	"Homo sapiens"	"hsa-miR-542-3p"	""	NA	2.99374077183333	2.99374077183333	12.2914697580601	1.91374283103752e-06	1.96765107979914e-06	5.23457651073923
"hsa-miR-186*"	"hsa-miR-186*"	0	"Homo sapiens"	"hsa-miR-186*"	""	NA	2.2110144885	2.2110144885	12.1985700122424	2.02696902982785e-06	2.07675423406923e-06	5.171378428034
"hsa-miR-576-3p"	"hsa-miR-576-3p"	0	"Homo sapiens"	"hsa-miR-576-3p"	""	NA	1.70019713871429	1.70019713871429	11.0710240783035	1.61872457855974e-06	1.67020345208284e-06	5.14775834835915
"hsa-miR-485-5p"	"hsa-miR-485-5p"	0	"Homo sapiens"	"hsa-miR-485-5p"	""	NA	2.75958665614286	2.75958665614286	10.5603999085073	2.40203807211184e-06	2.45243047921908e-06	4.71683270012267
"hsa-miR-411*"	"hsa-miR-411*"	0	"Homo sapiens"	"hsa-miR-411*"	""	NA	1.823425425	1.823425425	9.84977800493484	4.28004152168291e-06	4.35460670498749e-06	4.08594474978516
"hsa-miR-769-3p"	"hsa-miR-769-3p"	0	"Homo sapiens"	"hsa-miR-769-3p"	""	NA	1.92199267842857	1.92199267842857	9.63052816360681	5.15183875507062e-06	5.22339207111327e-06	3.88344588865443
"hsa-miR-877"	"hsa-miR-877"	0	"Homo sapiens"	"hsa-miR-877"	""	NA	1.42408770057143	1.42408770057143	9.19299099852454	7.5395427977674e-06	7.61780794791724e-06	3.46751016478397
"hsa-miR-1227"	"hsa-miR-1227"	0	"Homo sapiens"	"hsa-miR-1227"	""	NA	2.22895231914286	2.22895231914286	7.52256378710149	3.75081990217373e-05	3.776687625637e-05	1.71658910197
"hsa-miR-668"	"hsa-miR-668"	0	"Homo sapiens"	"hsa-miR-668"	""	NA	2.07259202116667	2.07259202116667	6.91573977636261	0.000127363737343206	0.00012780141341655	0.6069978884761
"hsa-miR-148a*"	"hsa-miR-148a*"	0	"Homo sapiens"	"hsa-miR-148a*"	""	NA	1.00168670571429	1.00168670571429	5.9501303541006	0.000221539606799609	0.000221539606799609	-0.21407051209249
