ID_REF	SAMPLE 1	SAMPLE 2	SAMPLE 3	SAMPLE 4	SAMPLE 5	SAMPLE 6	SAMPLE 7	SAMPLE 8	SAMPLE 9	SAMPLE 10	SAMPLE 11	SAMPLE 12	SAMPLE 13	SAMPLE 14	SAMPLE 15	SAMPLE 16	SAMPLE 17	SAMPLE 18
hsa-miR-302a										ND					ND
hsa-miR-302d			ND
hsa-miR-302d*								ND
hsa-miR-346	ND	ND	ND				ND	ND	ND	ND		ND	ND	ND	ND	ND	ND	ND
hsa-miR-34b						ND				ND						ND
hsa-miR-373						ND
hsa-miR-455-5p	ND															ND
hsa-miR-490-3p	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
hsa-miR-491-3p												ND				ND
hsa-miR-502-5p
hsa-miR-506						ND
hsa-miR-508-3p			ND
hsa-miR-509-3-5p															ND
hsa-miR-510									ND					ND
hsa-miR-518b
hsa-miR-518c																		ND
hsa-miR-519a		ND																ND
hsa-miR-524-5p		ND	ND		ND		ND		ND		ND	ND		ND		ND		ND
hsa-miR-525-5p			ND
hsa-miR-526b*													ND	ND		ND
hsa-miR-548b-3p	ND	ND	ND		ND				ND			ND	ND		ND	ND
hsa-miR-598	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
hsa-miR-608												ND			ND
hsa-miR-631	ND											ND
hsa-miR-642	ND										ND
hsa-miR-662					ND		ND			ND					ND		ND
hsa-miR-885-5p		ND															ND
hsa-miR-887															ND
hsa-miR-888								ND					ND		ND
hsa-miR-934	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND		ND	ND	ND		ND
hsa-miR-936															ND

Geomean(n=18)	28.30370312	27.0045112	28.12967374	28.01007036	28.2472592	28.83073992	28.00059345	28.55972947	27.54591772	29.20202372	27.93154688	29.01605562	29.29253197	28.13483153	27.66010331	28.10897855	29.07799997	28.92646355
